zone,bin,row_in_cell,original_idx,tier,object,answer,question,target_entries,n_facts,min_fact_pos,max_fact_pos,mean_fact_pos,first_fact_pos,last_fact_pos,zone_pct,token_count,bin_tokens
beg,1k,85,775,hard_multi_entry,milk,kitchen,Where was the milk before the garden?,2,34,0.0,0.16666666666666666,0.09313725490196079,0.0,0.16666666666666666,"[0.0, 0.33]",1074,1024
beg,1k,86,782,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,42,0.0,0.037037037037037035,0.01763668430335097,0.0,0.037037037037037035,"[0.0, 0.33]",1074,1024
beg,1k,87,783,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,44,0.0,0.1,0.03484848484848485,0.0,0.1,"[0.0, 0.33]",1074,1024
beg,1k,88,795,hard_multi_entry,apple,kitchen,Where was the apple before the bathroom?,2,26,0.0,0.21739130434782608,0.10367892976588629,0.0,0.21739130434782608,"[0.0, 0.33]",1074,1024
beg,1k,89,799,hard_multi_entry,apple,garden,Where was the apple before the kitchen?,2,52,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1073,1024
beg,1k,90,800,single_entry_ref,unknown,bathroom,Where was the milk before the hallway?,0,22,0.0,0.25925925925925924,0.14309764309764308,0.0,0.25925925925925924,"[0.0, 0.33]",1074,1024
beg,1k,91,806,hard_multi_entry,apple,garden,Where was the apple before the bedroom?,2,54,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1074,1024
beg,1k,92,822,hard_multi_entry,apple,hallway,Where was the apple before the bedroom?,2,50,0.0,0.06451612903225806,0.03354838709677419,0.0,0.06451612903225806,"[0.0, 0.33]",1074,1024
beg,1k,93,823,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,52,0.0,0.041666666666666664,0.02403846153846154,0.0,0.041666666666666664,"[0.0, 0.33]",1074,1024
beg,1k,94,826,hard_multi_entry,apple,hallway,Where was the apple before the bedroom?,2,48,0.0,0.07692307692307693,0.04487179487179488,0.0,0.07692307692307693,"[0.0, 0.33]",1074,1024
beg,1k,95,839,hard_multi_entry,football,bathroom,Where was the football before the hallway?,2,44,0.0,0.043478260869565216,0.02075098814229249,0.0,0.043478260869565216,"[0.0, 0.33]",1074,1024
beg,1k,96,843,hard_multi_entry,football,bedroom,Where was the football before the hallway?,2,24,0.0,0.17857142857142858,0.08779761904761905,0.0,0.17857142857142858,"[0.0, 0.33]",1074,1024
beg,1k,97,844,hard_multi_entry,football,bedroom,Where was the football before the hallway?,2,26,0.0,0.20512820512820512,0.09664694280078895,0.0,0.20512820512820512,"[0.0, 0.33]",1074,1024
beg,1k,98,870,single_entry_ref,unknown,hallway,Where was the milk before the garden?,0,48,0.0,0.03225806451612903,0.01881720430107527,0.0,0.03225806451612903,"[0.0, 0.33]",1074,1024
beg,1k,99,879,hard_multi_entry,apple,garden,Where was the apple before the kitchen?,2,32,0.0,0.11538461538461539,0.05288461538461539,0.0,0.11538461538461539,"[0.0, 0.33]",1074,1024
beg,1k,100,885,single_entry_ref,unknown,office,Where was the football before the hallway?,0,44,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1073,1024
beg,1k,101,891,hard_multi_entry,milk,bathroom,Where was the milk before the hallway?,3,44,0.0,0.06666666666666667,0.03636363636363637,0.0,0.06666666666666667,"[0.0, 0.33]",1074,1024
beg,1k,102,892,hard_multi_entry,milk,bathroom,Where was the milk before the hallway?,3,46,0.0,0.058823529411764705,0.02813299232736573,0.0,0.058823529411764705,"[0.0, 0.33]",1074,1024
beg,1k,103,899,hard_multi_entry,milk,bedroom,Where was the milk before the garden?,3,38,0.0,0.05263157894736842,0.03185595567867036,0.0,0.05263157894736842,"[0.0, 0.33]",1074,1024
beg,1k,104,901,hard_multi_entry,milk,office,Where was the milk before the bedroom?,2,28,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1073,1024
beg,1k,105,917,hard_multi_entry,milk,kitchen,Where was the milk before the hallway?,2,46,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1074,1024
beg,1k,106,936,single_entry_ref,unknown,hallway,Where was the football before the kitchen?,0,52,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.33]",1074,1024
beg,1k,107,940,hard_multi_entry,football,hallway,Where was the football before the kitchen?,4,46,0.0,0.038461538461538464,0.017558528428093644,0.0,0.038461538461538464,"[0.0, 0.33]",1074,1024
beg,1k,108,941,hard_multi_entry,football,kitchen,Where was the football before the hallway?,3,48,0.0,0.041666666666666664,0.015625,0.0,0.041666666666666664,"[0.0, 0.33]",1074,1024
beg,1k,109,942,hard_multi_entry,football,hallway,Where was the football before the kitchen?,4,50,0.0,0.034482758620689655,0.015862068965517243,0.0,0.034482758620689655,"[0.0, 0.33]",1074,1024
beg,1k,110,958,hard_multi_entry,apple,bathroom,Where was the apple before the hallway?,2,42,0.0,0.041666666666666664,0.021825396825396824,0.0,0.041666666666666664,"[0.0, 0.33]",1073,1024
beg,1k,111,959,hard_multi_entry,apple,bathroom,Where was the apple before the hallway?,2,44,0.0,0.03333333333333333,0.01893939393939394,0.0,0.03333333333333333,"[0.0, 0.33]",1074,1024
beg,1k,112,960,hard_multi_entry,football,hallway,Where was the football before the garden?,2,24,0.0,0.3125,0.1640625,0.0,0.3125,"[0.0, 0.33]",1073,1024
beg,1k,113,978,hard_multi_entry,milk,kitchen,Where was the milk before the bathroom?,2,34,0.0,0.15,0.06323529411764706,0.0,0.15,"[0.0, 0.33]",1074,1024
beg,1k,114,989,hard_multi_entry,football,hallway,Where was the football before the kitchen?,2,48,0.0,0.045454545454545456,0.016098484848484848,0.0,0.045454545454545456,"[0.0, 0.33]",1074,1024
beg,1k,115,990,single_entry_ref,unknown,hallway,Where was the football before the kitchen?,0,34,0.0,0.13333333333333333,0.06470588235294118,0.0,0.13333333333333333,"[0.0, 0.33]",1074,1024
beg,2k,0,3,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,52,0.0,0.2,0.10989010989010989,0.0,0.2,"[0.0, 0.33]",2098,2048
beg,2k,1,4,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,54,0.0,0.16666666666666666,0.08686067019400351,0.0,0.16666666666666666,"[0.0, 0.33]",2098,2048
beg,2k,2,9,hard_multi_entry,apple,bedroom,Where was the apple before the office?,2,88,0.0,0.06451612903225806,0.03152492668621701,0.0,0.06451612903225806,"[0.0, 0.33]",2098,2048
beg,2k,3,21,hard_multi_entry,football,garden,Where was the football before the office?,2,40,0.0,0.3116883116883117,0.15811688311688313,0.0,0.3116883116883117,"[0.0, 0.33]",2098,2048
beg,2k,4,22,hard_multi_entry,football,hallway,Where was the football before the garden?,2,42,0.0,0.25757575757575757,0.1158008658008658,0.0,0.25757575757575757,"[0.0, 0.33]",2098,2048
beg,2k,5,25,hard_multi_entry,football,bathroom,Where was the football before the bedroom?,2,38,0.0,0.2807017543859649,0.12788550323176362,0.0,0.2807017543859649,"[0.0, 0.33]",2098,2048
beg,2k,6,26,hard_multi_entry,football,office,Where was the football before the bedroom?,3,72,0.0,0.16129032258064516,0.08310931899641577,0.0,0.16129032258064516,"[0.0, 0.33]",2097,2048
beg,2k,7,27,hard_multi_entry,football,garden,Where was the football before the office?,3,74,0.0,0.13333333333333333,0.06516516516516516,0.0,0.13333333333333333,"[0.0, 0.33]",2097,2048
beg,2k,8,28,hard_multi_entry,football,garden,Where was the football before the office?,3,76,0.0,0.15789473684210525,0.08217913204062788,0.0,0.15789473684210525,"[0.0, 0.33]",2098,2048
beg,2k,9,29,hard_multi_entry,apple,garden,Where was the apple before the office?,2,78,0.0,0.12962962962962962,0.06932573599240266,0.0,0.12962962962962962,"[0.0, 0.33]",2097,2048
beg,2k,10,35,single_entry_ref,unknown,hallway,Where was the apple before the bathroom?,0,42,0.013333333333333334,0.25333333333333335,0.12666666666666668,0.013333333333333334,0.25333333333333335,"[0.0, 0.33]",2098,2048
beg,2k,11,37,hard_multi_entry,apple,bathroom,Where was the apple before the kitchen?,3,90,0.0,0.06451612903225806,0.03476702508960573,0.0,0.06451612903225806,"[0.0, 0.33]",2097,2048
beg,2k,12,40,hard_multi_entry,football,garden,Where was the football before the hallway?,2,58,0.0,0.19047619047619047,0.0946223316912972,0.0,0.19047619047619047,"[0.0, 0.33]",2098,2048
beg,2k,13,41,hard_multi_entry,football,garden,Where was the football before the hallway?,2,60,0.0,0.1506849315068493,0.07602739726027398,0.0,0.1506849315068493,"[0.0, 0.33]",2098,2048
beg,2k,14,42,hard_multi_entry,milk,garden,Where was the milk before the hallway?,2,62,0.0,0.15,0.06935483870967742,0.0,0.15,"[0.0, 0.33]",2098,2048
beg,2k,15,47,single_entry_ref,unknown,bedroom,Where was the apple before the bathroom?,0,32,0.0,0.11363636363636363,0.052556818181818184,0.0,0.11363636363636363,"[0.0, 0.33]",2097,2048
beg,2k,16,50,single_entry_ref,unknown,kitchen,Where was the apple before the garden?,0,58,0.0,0.15,0.07887931034482759,0.0,0.15,"[0.0, 0.33]",2098,2048
beg,2k,17,57,hard_multi_entry,football,office,Where was the football before the garden?,2,22,0.0,0.35714285714285715,0.14177489177489178,0.0,0.35714285714285715,"[0.0, 0.33]",2097,2048
beg,2k,18,60,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,18,0.0,0.32,0.1711111111111111,0.0,0.32,"[0.0, 0.33]",2098,2048
beg,2k,19,64,hard_multi_entry,football,garden,Where was the football before the bathroom?,3,44,0.0,0.13043478260869565,0.07312252964426878,0.0,0.13043478260869565,"[0.0, 0.33]",2098,2048
beg,2k,20,73,hard_multi_entry,apple,kitchen,Where was the apple before the bathroom?,2,64,0.0,0.1,0.053515625000000004,0.0,0.1,"[0.0, 0.33]",2098,2048
beg,2k,21,76,hard_multi_entry,milk,hallway,Where was the milk before the office?,2,30,0.0,0.3048780487804878,0.12195121951219513,0.0,0.3048780487804878,"[0.0, 0.33]",2098,2048
beg,2k,22,83,hard_multi_entry,apple,bathroom,Where was the apple before the hallway?,2,62,0.0,0.21153846153846154,0.1259305210918114,0.0,0.21153846153846154,"[0.0, 0.33]",2098,2048
beg,2k,23,94,hard_multi_entry,apple,kitchen,Where was the apple before the bedroom?,3,90,0.0,0.07692307692307693,0.04074074074074074,0.0,0.07692307692307693,"[0.0, 0.33]",2097,2048
beg,2k,24,95,hard_multi_entry,apple,kitchen,Where was the apple before the hallway?,2,28,0.0,0.27450980392156865,0.11904761904761905,0.0,0.27450980392156865,"[0.0, 0.33]",2097,2048
beg,2k,25,98,hard_multi_entry,milk,bedroom,Where was the milk before the bathroom?,2,42,0.0,0.16393442622950818,0.08548009367681499,0.0,0.16393442622950818,"[0.0, 0.33]",2098,2048
beg,2k,26,99,hard_multi_entry,milk,bathroom,Where was the milk before the bedroom?,2,44,0.0,0.1694915254237288,0.08667180277349769,0.0,0.1694915254237288,"[0.0, 0.33]",2097,2048
beg,2k,27,106,hard_multi_entry,football,garden,Where was the football before the hallway?,3,18,0.0,0.3392857142857143,0.15773809523809523,0.0,0.3392857142857143,"[0.0, 0.33]",2098,2048
beg,2k,28,107,hard_multi_entry,football,garden,Where was the football before the hallway?,3,20,0.0,0.2631578947368421,0.09473684210526315,0.0,0.2631578947368421,"[0.0, 0.33]",2098,2048
beg,2k,29,130,hard_multi_entry,milk,garden,Where was the milk before the kitchen?,2,56,0.0,0.19298245614035087,0.08489974937343359,0.0,0.19298245614035087,"[0.0, 0.33]",2098,2048
beg,2k,30,132,hard_multi_entry,milk,bathroom,Where was the milk before the office?,2,62,0.0,0.17073170731707318,0.08536585365853659,0.0,0.17073170731707318,"[0.0, 0.33]",2098,2048
beg,2k,31,133,hard_multi_entry,milk,bathroom,Where was the milk before the office?,2,64,0.0,0.1,0.048828125,0.0,0.1,"[0.0, 0.33]",2098,2048
beg,2k,32,136,single_entry_ref,unknown,garden,Where was the football before the kitchen?,0,16,0.0,0.25263157894736843,0.13421052631578947,0.0,0.25263157894736843,"[0.0, 0.33]",2098,2048
beg,2k,33,138,hard_multi_entry,football,bedroom,Where was the football before the garden?,2,74,0.0,0.10975609756097561,0.06048121292023731,0.0,0.10975609756097561,"[0.0, 0.33]",2098,2048
